name,name_cn,date,bgm_id,douban_id,bili_id,anidb_id,mal_id,tmdb_id,imdb_id,tvdb_id,wikidata_id
コードギアス 反逆のルルーシュR2,Code Geass 反叛的鲁路修R2,2008-04,8,3004532,,5373,2904,tv/31724/season/2,tt1196006,79525,
ちょびっツ,人形电脑天使心,2002-04,12,1465039,md2061,12,59,tv/37527,tt0326672,72070,
機動戦士ガンダム,机动战士高达,1979-04,50,1766697,,715,80,tv/21731/season/1,tt0159172,76547,Q1134906
CLANNAD -クラナド-,CLANNAD,2007-10,51,2277181,md1177,5101,2167,tv/24835/season/1,tt1118804,80644,Q1095034
劇場版 空の境界 第一章 俯瞰風景,剧场版 空之境界 第一章 俯瞰风景,2007-12,233,2354897,,4932,,movie/23150,tt1155650,82099,Q2411519
AIR,,2005-01,234,1980737,md1816,2002,101,tv/26201/season/1,tt0940874,79101,
マクロスFrontier,超时空要塞Frontier,2008-04,236,3035199,md1189,5415,3572,tv/5857/season/1,tt1216150,81086,
GHOST IN THE SHELL / 攻殻機動隊,攻壳机动队,1995-11,237,1291936,md28230053,61,43,movie/9323,tt0113568,73749,Q1066948
イノセンス,攻壳机动队2 无罪,2004-03,238,1291566,,890,468,movie/12140,tt0347246,73749,Q1058469
時をかける少女,穿越时空的少女,2006-07,242,1937946,,4151,2236,movie/14069,tt0808506,,Q336012
神霊狩/GHOST HOUND,神灵狩,2007-10,244,2261960,md1329,5127,2596,,,80733,
銀魂,银魂,2006-04,247,2057171,md28233839,3468,918,tv/57041/season/1,tt0988818,79895,Q709716
カウボーイビバップ,星际牛仔,1998-10,253,1424406,md5383,23,1,tv/30991,tt0213338,76885,Q43183511
サムライチャンプルー,混沌武士,2004-05,254,1460915,,1543,205,tv/1063/season/1,tt0423731,79089,Q143276
夏目友人帳,夏目友人帐,2008-07,259,3060542,md1660,5787,4081,tv/69500/season/1,tt1352421,82788,Q120141279
新世紀エヴァンゲリオン,新世纪福音战士,1995-10,265,1457573,md1635,22,30,tv/890/season/1,tt0112159,70350,Q662
Kanon,,2006-10,274,1959005,md1375,4404,1530,tv/34124/season/1,tt0928093,79911,
らき☆すた,幸运星,2007-04,276,2224505,md1293,4777,1887,tv/42500/season/1,tt1086236,80177,Q5973302
コゼットの肖像,柯赛特的肖像,2004-05,280,1764867,,1266,514,tv/73501,tt0493227,83628,Q2427982
シゴフミ,死后文,2008-01,281,2377626,md1262,5549,3420,,,81807,
狼と香辛料,狼与香辛料,2008-01,282,2369599,,5406,2966,tv/26707/season/1,tt1158671,81178,Q89304509
みなみけ,南家三姐妹,2007-10,283,2330821,md620,4309,2963,,,81463,
苺ましまろ,草莓棉花糖,2005-07,284,1850084,,2787,488,,,81007,
機動戦士ガンダム00,机动战士高达00,2007-10,286,2309838,md1192,5252,2581,tv/21732/season/1,tt1134000,80675,Q696062
ひぐらしのなく頃に解,寒蝉鸣泣之时 解,2007-07,288,2154314,,4894,1889,tv/271504/season/2,tt1068433,79682,
ひぐらしのなく頃に,寒蝉鸣泣之时,2006-04,289,1946839,,3574,934,tv/25760/season/1,tt0845738,79682,
Fate/stay night,Fate/stay night,2006-01,290,1727200,md120732,3348,356,tv/37858/season/1,tt0774809,79151,Q60987686
DARKER THAN BLACK -黒の契約者-,DARKER THAN BLACK -黑之契约者-,2007-04,292,2052059,md1064,4906,2025,tv/31718/season/1,tt0995941,80042,Q672014
図書館戦争,图书馆战争,2008-04,294,3034934,md1196,5558,3613,tv/89742/season/1,tt1216223,81999,
風の谷のナウシカ,风之谷,1984-03,295,1291585,,275,572,movie/81,tt0087544,,Q8885676
おねがい☆ティーチャー,拜托了老师,2002-01,297,2075971,md2068,16,195,tv/19780/season/1,tt0366848,79062,
天空の城ラピュタ,天空之城,1986-08,298,1291583,,331,513,movie/10515,tt0092067,,Q498577
さよなら絶望先生,再见绝望先生,2007-07,299,2950496,,5083,2605,tv/42887/season/1,tt1169193,80327,Q6499563
俗・さよなら絶望先生,俗・再见绝望先生,2008-01,300,2375819,,5576,3228,,,80327,
となりのトトロ,龙猫,1988-04,302,1291560,,303,523,movie/8392,tt0096283,,Q39571
ドルアーガの塔 ～the Aegis of URUK～,迷宫塔 ～乌鲁克之盾～,2008-04,303,3034723,md1100,5503,3230,,,81744,
RD 潜脳調査室,RD 潜脑调查室,2008-04,304,3033957,,5538,3363,,,81907,
魔女の宅急便,魔女宅急便,1989-07,305,1307811,,286,512,movie/16859,tt0097814,,Q196602
Myself ; Yourself,我自己；你自己,2007-10,306,2377807,md1338,5435,2926,,,81484,
紅の豚,红猪,1992-07,307,1291838,,306,416,movie/11621,tt0104652,,Q498375
キミキス pure rouge,君吻 pure rouge,2007-10,308,2378391,md2996,5276,2927,,,81624,
true tears,真实之泪,2008-01,309,2377630,md2910,4325,2129,tv/34162/season/1,tt1161697,81144,Q3911723
もののけ姫,幽灵公主,1997-07,310,1297359,,7,164,movie/128,tt0119698,,Q186572
千と千尋の神隠し,千与千寻,2001-07,311,1291561,,112,199,movie/129,tt0245429,,Q155653
ハウルの動く城,哈尔的移动城堡,2004-11,312,1308807,md28340776,1218,431,movie/4935,tt0347149,,Q29011
崖の上のポニョ,崖上的波妞,2008-07,313,1959877,,5107,2890,movie/12429,tt0876563,,Q236728
ルパン三世 カリオストロの城,鲁邦三世 卡里奥斯特罗之城,1979-12,314,1432436,md28368676,320,1430,movie/15371,tt0079833,71863,Q608079
鋼の錬金術師,钢之炼金术师,2003-10,315,1433342,,979,121,tv/37863/season/1,tt0421357,75579,Q711257
我が家のお稲荷さま。,我家有个狐仙大人,2008-04,317,3034771,md1247,5557,3322,,,82803,
攻殻機動隊 STAND ALONE COMPLEX Solid State Society,攻壳机动队 S.A.C. Solid State Society,2006-09,320,1870128,md1705,4414,1566,movie/18874,tt0856797,73749,Q764897
機動警察パトレイバー 2 the Movie,机动警察剧场版2 和平保卫战,1993-08,321,1449328,,395,1096,movie/14572,tt0124770,80789,Q497292
スレイヤーズEVOLUTION-R,秀逗魔导士EVOLUTION-R,2009-01,323,3412890,md1116,6179,5233,,,77681,
攻殻機動隊 STAND ALONE COMPLEX,攻壳机动队 STAND ALONE COMPLEX,2002-10,324,1431615,md1564,247,467,tv/1095/season/1,tt0346314,73749,Q1776982
セキレイ,鹡鸰女神,2008-07,325,3337845,,5786,4063,tv/34805/season/1,tt1339238,82807,
攻殻機動隊 S.A.C. 2nd GIG,攻壳机动队 S.A.C. 2nd GIG,2004-01,326,1460947,md1565,1176,801,,tt0804028,73749,
忘却の旋律,忘却的旋律,2004-04,329,1893861,md1900,1551,159,,,75000,
ひだまりスケッチ×365,向阳素描×365,2008-07,330,3142110,md732,5571,3604,,tt1260434,82154,
フルメタル・パニック!,全金属狂潮,2002-01,334,1459767,md22959248,17,71,tv/39379/season/1,tt0328739,78914,Q3090791
フルメタル・パニック! The Second Raid,全金属狂潮 The Second Raid,2005-07,337,1463764,,2710,73,,tt0451991,78914,
フルメタル・パニック? ふもっふ,全金属狂潮 校园篇,2003-08,338,1463762,,959,72,,tt0472436,78914,
蟲師,虫师,2005-10,340,1800597,,3433,457,tv/26867/season/1,tt0807832,79214,Q1055370
老人Z,老人Z,1991-09,369,1308236,,812,2000,movie/35648,tt0102812,,Q2346325
火垂るの墓,萤火虫之墓,1988-04,382,1293318,,332,578,movie/12477,tt0095327,,Q274520
平成狸合戦ぽんぽこ,平成狸合战,1994-07,407,1303907,,334,1030,movie/15283,tt0110008,,Q167206
ドラえもん のび太の恐竜,哆啦A梦：大雄的恐龙,1980-03,425,1458889,md2549,3114,3727,movie/64789,tt1147517,252696,Q703301
ドラえもん のび太の宇宙開拓史,哆啦A梦：大雄的宇宙开拓史,1981-03,436,1458890,md2550,6590,2662,movie/162103,tt1147515,252696,Q958664
ドラえもん のび太の大魔境,哆啦A梦：大雄的大魔境,1982-03,437,1458891,md2551,6597,2671,,,252696,
ドラえもん のび太の海底鬼岩城,哆啦A梦：大雄的海底鬼岩城,1983-03,438,1458892,md2552,6596,2667,movie/147576,tt1147509,252696,Q1314145
ドラえもん のび太の魔界大冒険,哆啦A梦：大雄的魔界大冒险,1984-03,439,1458893,md3867,6595,2672,movie/161699,tt1147518,252696,Q1148466
スクールランブル,校园迷糊大王,2004-10,440,1898729,md1446,2165,24,,tt0878037,79194,
ドラえもん のび太の宇宙小戦争,哆啦A梦：大雄的宇宙小战争,1985-03,441,1457957,md2553,6594,2669,movie/161704,tt0313990,252696,Q1931001
ドラえもん のび太と鉄人兵団,哆啦A梦：大雄与铁人兵团,1986-03,442,1458894,md2554,4674,2665,movie/88625,tt1147528,252696,Q1076767
のだめカンタービレ,交响情人梦,2007-01,443,1950601,md1039,4691,1698,tv/45527/season/1,tt0928099,80005,Q10883044
ドラえもん のび太と竜の騎士,哆啦A梦：大雄与龙之骑士,1987-03,444,1458895,md2555,6593,2657,movie/72565,tt1147527,252696,Q1309676
ドラえもん のび太のパラレル西遊記,哆啦A梦：大雄的平行西游记,1988-03,446,1458896,md2556,6592,2658,movie/136241,tt1147525,252696,Q1309626
ドラえもん のび太の日本誕生,哆啦A梦：大雄的日本诞生,1989-03,448,1458897,md2557,6591,2666,movie/142527,tt1147511,252696,Q1309220
ドラえもん のび太とアニマル惑星,哆啦A梦：大雄与动物行星,1990-03,449,1458898,md2558,4673,2677,movie/161707,tt1147520,252696,Q719503
ドラえもん のび太のドラビアンナイト,哆啦A梦：大雄的天方夜谭,1991-03,450,1458899,md2559,5047,2670,movie/188403,tt1147508,252696,Q1122636
ドラえもん のび太と雲の王国,哆啦A梦：大雄与云之王国,1992-03,451,1458900,md2560,6588,2661,movie/134162,tt1147523,252696,Q719493
ドラえもん のび太とブリキの迷宮,哆啦A梦：大雄与白金迷宫,1993-03,452,1458901,md2561,6587,2659,movie/161822,tt1147521,252696,Q975009
ドラえもん のび太と夢幻三剣士,哆啦A梦：大雄与梦幻三剑士,1994-03,453,1458902,md2562,6586,2676,movie/161715,tt1147524,252696,Q1309533
ドラえもん のび太の創世日記,哆啦A梦：大雄的创世日记,1995-03,455,1458903,md2563,6585,2674,movie/162069,tt1147512,252696,Q1309576
ドラえもん のび太と銀河超特急,哆啦A梦：大雄与银河超特急,1996-03,458,1458904,md2564,,,movie/106164,tt1147522,,Q1309556
ドラえもん のび太のねじ巻き都市冒険記,哆啦A梦：大雄的钥匙城历险记,1997-03,459,1458905,md3864,6584,2678,movie/163394,tt1147510,252696,Q1304023
ドラえもん のび太の南海大冒険,哆啦A梦：大雄的南海大冒险,1998-03,460,1458906,md2565,3315,2664,movie/105444,tt1147519,252696,Q1309600
ドラえもん のび太の宇宙漂流記,哆啦A梦：大雄的宇宙漂流记,1999-03,463,1458907,md3903,6599,2668,movie/162072,tt1147514,252696,Q1309611
ドラえもん のび太の太陽王伝説,哆啦A梦：大雄的太阳王传说,2000-03,464,1458908,md2566,6583,7045,movie/31352,tt1147513,252696,Q707596
ドラえもん のび太と翼の勇者たち,哆啦A梦：大雄与翼之勇者,2001-03,465,1438591,md3865,4967,2654,movie/162092,tt0306741,252696,Q1134285
ぼくらの,地球防卫少年,2007-04,467,2330863,md1295,4861,1690,tv/34765/season/1,tt1132201,80111,Q56476929
ドラえもん のび太とロボット王国,哆啦A梦：大雄与机器人王国,2002-03,468,1458909,md3866,6582,2655,movie/162095,tt1147526,252696,Q1309659
ドラえもん のび太とふしぎ風使い,哆啦A梦：大雄与不可思议的风使者,2003-03,469,1457926,md2567,2717,2393,movie/98613,tt0473474,252696,Q1309592
ドラえもん のび太のワンニャン時空伝,哆啦A梦：大雄的猫狗时空传,2004-03,470,1458910,md2568,1951,2656,movie/192904,tt1147516,252696,Q1074386
APPLESEED,苹果核战记,2004-04,472,1308983,,1312,54,movie/11633,tt0401233,245451,Q1230691
映画ドラえもん のび太の恐竜2006,哆啦A梦：大雄的恐龙2006,2006-03,473,1865943,md3872,4757,2392,movie/70841,tt0802983,252696,Q749313
映画ドラえもん のび太の新魔界大冒険 〜7人の魔法使い〜,哆啦A梦：大雄的奇幻大冒险,2007-03,475,3755531,md3869,5432,2673,movie/52795,tt1260351,252696,Q8913808
映画ドラえもん のび太と緑の巨人伝,哆啦A梦：大雄与绿巨人传,2008-03,476,2977870,md3875,6382,5096,movie/136686,tt1180304,252696,Q972569
映画ドラえもん 新・のび太の宇宙開拓史,哆啦A梦：新·大雄的宇宙开拓史,2009-03,477,3154822,md3878,6383,6930,movie/95935,tt1264885,252696,Q1153218
西洋骨董洋菓子店～アンティーク～,西洋古董洋菓子店,2008-07,482,3158429,md1232,,,,,,
涼宮ハルヒの憂鬱,凉宫春日的忧郁,2006-04,485,1810517,md1056,3651,849,tv/42511/season/1,tt0816407,79414,Q10913555
NANA－ナナ－,娜娜,2006-04,486,1794082,md1382,4143,877,tv/56568/season/1,tt0810705,80742,Q89343467
君が主で執事が俺で,你是主人我是仆,2008-01,487,2377608,,5235,3229,,,81479,
D.Gray-man,驱魔少年,2006-10,488,1986035,,4549,1482,,,79635,
School Days OVA スペシャル ～マジカルハート☆こころちゃん～,日在校园OVA 魔法少女小心心,2008-03,489,2972563,,,,,,,
灼眼のシャナ,灼眼的夏娜,2005-10,490,2017626,md1600,3408,355,tv/22634/season/1,tt0972713,78962,
灼眼のシャナII,灼眼的夏娜II,2007-10,491,2277188,md1602,5145,2787,,tt1120960,78962,
無限の住人,无限之住人,2008-07,492,3022207,,5679,4151,tv/34697/season/1,tt1208358,82498,
HELLSING OVA,皇家国教骑士团 OVA,2006-02,493,1758491,,3296,777,tv/61752/season/1,tt0495212,263688,Q2750339
紅 Kurenai,红 Kurenai,2008-04,494,3035040,,5535,3358,,,81810,
The Animatrix,黑客帝国动画版,2003-06,496,1292347,,517,1303,movie/55931,tt0328832,80468,Q335340
耳をすませば,侧耳倾听,1995-07,500,1297052,,336,585,movie/37797,tt0113824,,Q842292
ホーホケキョ となりの山田くん,我的邻居山田君,1999-07,503,1417728,,370,415,movie/16198,tt0206013,,Q1418326
猫の恩返し,猫的报恩,2002-07,506,1304970,,679,597,movie/15370,tt0347618,,Q51543
茄子 アンダルシアの夏,茄子·安达卢西亚之夏,2003-07,508,1417945,md2622,1292,1209,movie/60843,tt0382868,,Q2395290
茄子 スーツケースの渡り鳥,茄子 带着旅行箱的候鸟,2007-10,511,2295776,md4714,5110,3111,movie/62450,tt3751278,,
おもひでぽろぽろ,岁月的童话,1991-07,512,1291588,,333,1029,movie/15080,tt0102587,,Q1045889
海がきこえる,听到涛声,1993-05,513,1418640,,335,743,movie/21057,tt0108432,,Q740339
ゲド戦記,地海传说,2006-07,514,1482505,,4193,1829,movie/37933,tt0495596,,Q721737
機動戦艦ナデシコ,机动战舰抚子号,1996-10,515,1455449,md2293,180,218,tv/35544/season/1,tt0115263,71313,Q701317
機動戦艦ナデシコ -The prince of darkness-,机动战舰抚子号 暗黑王子,1998-08,516,1455454,md2508,369,219,movie/36613,tt0407924,71313,Q706746
東京マーブルチョコレート,东京糖衣巧克力,2007-12,528,3138953,md3254,5429,3088,,,123661,
働きマン,工作狂人,2006-10,529,1951400,md1412,4555,1592,,,79990,
めぞん一刻 完結篇,相聚一刻 完结篇,1988-02,530,1962617,md2506,491,2460,movie/301515,tt0160528,71776,Q3843571
ARIA The ANIMATION,水星领航员,2005-10,531,2043591,,2659,477,tv/53787/season/1,tt0977907,79839,Q122947403
X -エックス-,X战记,2001-10,532,1456204,md2098,30,156,tv/3251/season/1,tt0312258,70865,Q730229
Ratatouille,美食总动员,2007-06,533,1793491,,,,movie/2062,tt0382932,,Q170035
彼女と彼女の猫,她和她的猫,2002-04,534,1483507,,461,1004,movie/18143,tt0373960,305799,Q584204
エルフェンリート,妖精的旋律,2004-07,536,1467584,,1544,226,,,75941,
聖闘士星矢 冥王ハーデス十二宮編,圣斗士星矢 冥王十二宫编,2003-01,593,1868519,,343,1257,tv/67199,tt0805448,72775,
ケンコー全裸系水泳部 ウミショー,健康全裸游泳社 海商,2007-07,594,3035150,,5147,2602,tv/79041/season/1,tt1190620,82168,
ヒカルの碁,棋魂,2001-10,605,1474243,,84,135,tv/30982/season/1,tt0426711,72905,Q100606348
苺ましまろ OVA,草莓棉花糖 OVA 第1期,2007-02,693,2224444,md89132,4559,1888,,,81007,
剣風伝奇ベルセルク,剑风传奇,1997-10,696,4089438,,98,33,tv/35935/season/1,tt0318871,73752,
THE ビッグオー,THE BIG-O,1999-10,697,1651925,md2224,,,tv/18241/season/1,tt0280240,73988,Q18571935
ストライクウィッチーズ,强袭魔女,2008-07,698,3231680,,5970,3667,tv/35464/season/1,tt1300176,82484,Q1202631
BLASSREITER,苍色骑士,2008-04,699,3035525,md5382,5531,3407,,,82116,
The Charlie Brown and Snoopy Show,查理布朗和史努比,1983-09,749,1830126,,,,tv/6670/season/1,tt0084996,78225,Q717347
ARIA The OVA ～ARIETTA～,水星领航员 OVA ～ARIETTA～,2007-09,750,2258612,,,,,,,
葫芦兄弟,葫芦兄弟,1986-01,751,1428576,,8122,9950,tv/1319,tt7046962,372784,
河童のクゥと夏休み,河童之夏,2007-07,755,2982823,md4760,5056,2848,movie/17234,tt1179773,,Q1305179
乃木坂春香の秘密,乃木坂春香的秘密,2008-07,762,3159430,,5581,3467,tv/36067/season/1,tt1266617,82688,Q483103
ゼロの使い魔 ～三美姫の輪舞～,零之使魔 三美姬的轮舞,2008-07,763,3138561,,,,,tt1258911,,
今日の5の2 OVA,今天的五年二班 OVA,2006-03,764,2030863,,4241,837,,,82311,
劇場版 空の境界 第四章 伽藍の洞,剧场版 空之境界 第四章 伽蓝之洞,2008-05,766,3077701,,4932,,movie/23154,tt1233474,82099,Q16839675
劇場版 空の境界 第三章 痛覚残留,剧场版 空之境界 第三章 痛觉残留,2008-02,767,2354908,,4932,,movie/23153,tt1155652,82099,Q16839672
トップをねらえ2!,飞跃巅峰2！,2004-11,768,1870140,,2120,1002,movie/1364711,tt0856824,81073,
トップをねらえ!,飞跃巅峰！,1988-10,769,1300798,,185,949,tv/66931/season/0,tt0098492,81073,
天元突破グレンラガン,天元突破 红莲螺岩,2007-04,770,3584929,md27059477,4575,2001,tv/21729/season/1,tt0948103,80096,Q4277
PERSONA -trinity soul-,女神异闻录 -圣洁之魂-,2008-01,771,2377620,,5544,3366,,,81490,
ヱヴァンゲリヲン新劇場版:序,福音战士新剧场版：序,2007-09,772,1968790,md10332,4847,2759,movie/15137,tt0923811,70350,Q579209
ノワール,NOIR,2001-04,788,2239262,,13,272,,,78947,
コードギアス 反逆のルルーシュ,Code Geass 反叛的鲁路修,2006-10,793,2043155,,4521,1575,movie/1424149,tt0994314,79525,
電脳コイル,电脑线圈,2007-05,794,2085545,,4345,2164,tv/13265/season/1,tt1033796,81037,Q1189698
sola,,2007-04,798,2332978,md1302,5019,1965,tv/34214/season/1,tt1120961,80452,
ef - a tale of memories.,悠久之翼,2007-10,799,2330876,md1181,5274,2924,tv/27866/season/1,tt1132203,80904,
機動戦士ガンダム0083 STARDUST MEMORY,机动战士高达0083 星尘的回忆,1991-05,804,1766564,,717,84,tv/72677/season/1,tt0159567,80783,Q2271087
瀬戸の花嫁,濑户的花嫁,2007-04,805,2275496,md1270,4821,2104,tv/56834/season/1,tt1739796,80236,
鉄腕アトム,铁臂阿童木,1963-01,806,1845639,,1440,2747,tv/10826/season/1,tt0056739,71952,Q2868550
魔法遣いに大切なこと 〜夏のソラ〜,魔法使的条件 夏季的天空,2008-07,807,3612475,md1235,5830,4483,,,82653,
ハヤテのごとく!,旋风管家,2007-04,808,2043142,,4917,2026,tv/56355/season/1,tt0983962,80554,
桃華月憚,桃华月惮,2007-04,809,2279797,,4971,2105,tv/46315/season/1,tt1437145,83022,
H2O -FOOTPRINTS IN THE SAND-,H2O 赤砂的印记,2008-01,810,2377604,md1204,5508,3299,,,81732,
恋姫†無双,恋姬无双,2008-07,811,3184568,,5922,4262,tv/42917/season/1,tt1277981,83314,
劇場版 空の境界 第二章 殺人考察(前),剧场版 空之境界 第二章 杀人考察（前）,2007-12,812,2354900,,4932,,movie/23151,tt1155651,82099,Q16839652
フリクリ,FLCL,2000-04,822,1412436,,117,227,tv/5895/season/1,tt0279077,78878,Q92572
名探偵コナン 瞳の中の暗殺者,名侦探柯南 瞳孔中的暗杀者,2000-04,823,2357701,md28228944,2647,1363,movie/20677,tt1068773,72454,Q2840937
School Days,日在校园,2007-07,827,2149193,,5117,2476,tv/28061/season/1,tt1068993,80478,
藍より青し,青出于蓝,2002-04,836,1772413,,74,53,,tt0339953,79267,
Ergo Proxy,死亡代理人,2006-02,837,1770546,,3302,790,,,79228,
PERFECT BLUE,蓝色恐惧,1998-02,839,1395091,,154,437,movie/10494,tt0156887,,Q1205051
千年女優,千年女优,2001-07,840,1307394,md5297,570,1033,movie/33320,tt0291350,,Q939736
パプリカ,红辣椒,2006-11,841,1865703,md28340957,4191,1943,movie/4977,tt0851578,,Q578595
東京ゴッドファーザーズ,东京教父,2003-11,842,1310177,md2597,1217,759,movie/13398,tt0388473,,Q917278
妄想代理人,妄想代理人,2004-02,843,1441053,,1265,323,tv/9343/season/1,tt0433722,75092,
人狼 JIN-ROH,人狼,1999-11,844,1306255,,83,570,movie/823,tt0193253,,Q1689499
ハチミツとクローバー,蜂蜜与四叶草,2005-04,847,1770547,md3317,2835,16,tv/35415/season/1,tt0478838,79044,
ハチミツとクローバー II,蜂蜜与四叶草II,2006-06,848,1796053,md3318,4422,1142,movie/72592,tt0810400,79044,Q3786530
To LOVEる -とらぶる-,出包王女,2008-04,849,3035539,,5625,3455,tv/34742/season/1,tt1216222,81831,Q107353930
カウボーイビバップ 天国の扉,星际牛仔 天国之扉,2001-09,860,1307031,md3008,219,5,movie/11299,tt0275277,76885,Q1334287
SOUL EATER,噬魂师,2008-04,866,3033959,,5610,3588,tv/37305/season/0,tt1214085,81751,Q537389
Afro Samurai,爆炸头武士,2007-01,875,1861172,,2656,1292,,,79755,
CLANNAD 〜AFTER STORY〜,,2008-10,876,3230813,md1178,,,,tt1298820,,
フルーツバスケット,水果篮子,2001-07,880,1465390,,34,120,tv/36941/season/1,tt0328738,78900,
黒執事,黑执事,2008-10,883,3199463,md67712,6048,4898,,,83996,
CHAOS;HEAD,混沌头,2008-10,884,3184570,md1213,6088,4975,tv/56996/season/1,tt1278254,83358,
喰霊-零-,食灵-零-,2008-10,885,3136371,,6113,4725,tv/26328/season/1,tt1475263,83359,
宇宙をかける少女,穿越宇宙的少女,2009-01,886,3402127,,6176,5307,,,84572,
空を見上げる少女の瞳に映る世界,仰望天空的少女瞳中的世界,2009-01,887,3435603,md1117,6263,5702,,,84932,
ドルアーガの塔 ～the Sword of URUK～,迷宫塔 ～乌鲁克之剑～,2009-01,888,3546262,md1101,6018,4726,,,81744,
みなみけ おかえり,南家三姐妹 欢迎回来,2009-01,889,3402131,md622,6219,5162,,tt1346123,81463,
みなみけ おかわり,南家三姐妹 再来一碗,2008-01,890,2330826,md621,,,,,,
続 夏目友人帳,续 夏目友人帐,2009-01,891,3284269,md1661,6185,5300,,tt1356268,82788,
RIDEBACK,背骑少女,2009-01,892,3293625,md3278,6235,4618,tv/30987/season/1,tt1364721,84576,
灰羽連盟,灰羽联盟,2002-10,893,1472128,md2074,271,387,tv/34164/season/1,tt0380113,79105,
まりあ†ほりっく,玛利亚狂热,2009-01,894,3402138,md920,6087,5030,tv/34667/season/1,tt1346122,84591,
今日から㋮王!,今天开始做魔王,2004-04,895,1858192,md3764,1677,251,tv/43232/season/1,tt0816387,79879,
ひだまりスケッチ,向阳素描,2007-01,896,2044245,md731,4743,1852,tv/45893/season/1,tt0972656,82154,
今日から㋮王! 第2章,今天开始做魔王 第二季,2005-04,897,2305535,md3765,,,,,,
黒神 The Animation,黑神,2009-01,898,3418452,md1102,6211,5079,tv/42902/season/1,tt1352417,84561,
名探偵コナン,名侦探柯南,1996-01,899,1463371,md28228775,266,235,tv/30983/season/1,tt0131179,72454,Q5363072
かんなぎ,神薙,2008-10,902,3103429,md1185,5720,3958,tv/34714/season/1,tt1244315,83318,
薬師寺涼子の怪奇事件簿,药师寺凉子怪奇事件簿,2008-07,907,3088511,md1231,5631,3614,,,83766,
とらドラ！,龙与虎,2008-10,909,3184594,md1672,5909,4224,tv/42916/season/1,tt1279024,83277,Q61400349
魍魎の匣,魍魉之匣,2008-10,916,3199456,md3374,6047,4879,,,83474,
亡念のザムド,亡念之扎姆德,2008-09,917,3231661,md1206,5842,4177,tv/34750/season/1,tt1300170,82834,
苺ましまろ encore,草莓棉花糖 OVA 第2期,2009-01,918,2224446,md4737,6212,4811,,,81007,
ミチコとハッチン,道子与哈金,2008-10,919,3290474,md3360,5779,4087,,,83475,
LAST EXILE,最终流放,2003-04,921,1305387,md2014,581,97,tv/31679/season/1,tt0390733,72902,Q1052846
屍姫 赫,尸姬 赫,2008-10,923,3236327,,6036,4581,,,83363,
秒速5センチメートル,秒速5厘米,2007-03,927,2043546,md2688,4568,1689,movie/38142,tt0983213,82945,Q143513
げんしけん,现视研,2004-10,928,1457575,md517,1783,240,tv/34708/season/1,tt0473578,78919,
BACCANO! -バッカーノ!-,永生之酒,2007-07,965,3326764,md1359,4897,2251,tv/34121/season/1,tt1334722,80421,Q112153666
天体戦士サンレッド,天体战士,2008-10,968,3199466,md1159,6049,5005,,,93281,
鉄のラインバレル,武装机甲,2008-10,970,3287736,md1221,5629,3653,,,84261,
月詠 -MOON PHASE-,月咏,2004-10,973,2294254,md1920,2478,343,,,78971,
テイルズ オブ ジ アビス,深渊传说,2008-10,974,3184580,md1210,6040,4884,,,83335,
ONE PIECE,航海王,1999-10,975,1453238,,69,21,tv/37854/season/1,tt0388629,81797,Q710324
怪 〜ayakashi〜,怪 ～ayakashi ～,2006-01,976,2342559,,3654,586,,,79202,
あずまんが大王 THE ANIMATION,笑园漫画大王,2002-04,977,1872927,,106,66,tv/12143/season/1,tt0339955,79077,
ヘタリア Axis Powers,黑塔利亚,2009-01,978,3437176,md2708,6234,5060,,,88161,
BLACK LAGOON,黑礁,2006-04,979,2036289,,3395,889,tv/12598/season/1,tt0962826,79604,Q59197714
BLACK LAGOON The Second Barrage,黑礁 The Second Barrage,2006-10,980,4174469,,4597,1519,,,79604,
BLOOD+,,2005-10,981,1460933,,3186,150,tv/19849/season/1,tt0482855,78960,Q615245
CLAYMORE,大剑,2007-04,982,2043134,,4892,1818,,,79995,
機動戦士Vガンダム,机动战士V高达,1993-04,985,1766588,,721,89,tv/25797/season/1,tt0159185,71536,
WHITE ALBUM,白色相簿,2009-01,993,3437183,md1078,6026,4720,tv/28502/season/1,tt1356884,84553,
N・H・Kにようこそ！,欢迎加入NHK！,2006-07,995,1908561,,4121,1210,tv/42821/season/1,tt0857297,79415,Q112205769
KEY THE METAL IDOL,非常偶像Key,1994-12,1002,2969563,,302,1457,tv/46599/season/1,tt0122129,80669,
ネオ アンジェリーク Abyss,新安琪莉可Abyss,2008-04,1009,3006300,,,,,,,
機動戦士ガンダム00 セカンドシーズン,机动战士高达00 第二季,2008-10,1010,3199462,md1193,5903,3927,,tt1305596,80675,
ToHeart2 adplus,,2009-04,1011,3740242,md4051,6286,4804,,,81768,
とある魔術の禁書目録,魔法禁书目录,2008-10,1014,3251306,md963,5975,4654,tv/30980/season/1,tt1308089,83322,Q17219196
機動戦士ガンダム0080 ポケットの中の戦争,机动战士高达0080 口袋里的战争,1989-03,1015,1401542,,716,82,movie/276957,tt0097661,80785,
ローゼンメイデン,蔷薇少女,2004-10,1025,1918696,md522,2386,64,tv/42828/season/1,tt0861287,75411,
ローゼンメイデン・トロイメント,蔷薇少女 梦之终结,2005-10,1026,3320149,md523,3169,65,,,75411,
舞-HiME,舞-HiME,2004-09,1027,1856682,md1922,1554,98,tv/12599/season/1,tt0824043,83020,Q836752
